Company,TypeName,Inches,Ram,OpSys,Weight,Price_in_euros,Cpu_Brand,Cpu_Type,Cpu_Speed,Gpu_Brand,Gpu_Type,SSD,HDD,Flash_Storage,Screen_Width,Screen_Height,TotalPixels,PPI,Ram_to_Storage,Processing_Power
Acer,Notebook,15.6,4,Windows,2.23,619.0,Intel,i5,2.5,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,10.0
Dell,Gaming,15.6,8,Windows,2.62,985.0,Intel,i5,2.5,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Lenovo,Notebook,15.6,8,Windows,2.3,911.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
HP,Notebook,15.6,6,Windows,2.04,549.99,AMD,9410,2.9,AMD,Dedicated,0,0,0,1920.0,1080.0,2073600.0,8520.710059171599,6.0,17.4
Apple,Ultrabook,15.4,16,Mac,2.04,2139.97,Intel,i7,2.2,Intel,Integrated,0,0,1,2880.0,1800.0,5184000.0,21858.660819699777,8.0,35.2
Acer,Notebook,15.6,4,Linux,2.4,361.8,Intel,i3,2.0,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,8.0
HP,Notebook,17.3,8,Windows,2.5,977.0,Intel,i5,1.6,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,2.6666666666666665,12.8
Asus,Notebook,15.6,4,Windows,2.0,304.0,Intel,Quad,1.1,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,4.4
Dell,Notebook,15.6,8,Windows,2.09,1046.44,Intel,i5,2.4,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,19.2
Google,Ultrabook,12.3,8,Other,1.1,1559.0,Intel,i5,1.2,Intel,Integrated,1,0,0,2400.0,1600.0,3840000.0,25381.717231806462,4.0,9.6
Asus,Notebook,15.6,4,Windows,2.2,369.0,Intel,Dual,1.6,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,6.4
MSI,Gaming,15.6,16,Windows,2.94,2267.86,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,5.333333333333333,44.8
MSI,Gaming,17.3,16,Windows,2.7,1598.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,5.333333333333333,44.8
Dell,2 in 1 Convertible,13.3,16,Windows,1.62,1279.0,Intel,i7,1.8,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,8.0,28.8
HP,Notebook,14.0,8,Windows,1.48,1268.0,Intel,i5,2.6,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,20.8
HP,Notebook,15.6,4,Windows,2.31,940.0,Intel,i5,2.3,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,9.2
Lenovo,2 in 1 Convertible,14.0,16,Windows,1.42,2509.0,Intel,i7,2.7,Intel,Integrated,1,0,0,2560.0,1440.0,3686400.0,18808.163265306124,8.0,43.2
Toshiba,Notebook,15.6,8,Windows,2.0,860.0,Intel,i5,2.5,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Lenovo,Notebook,14.0,4,Other,1.5,325.0,Intel,Quad,1.6,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,5352.489795918367,2.0,6.4
Asus,Notebook,17.3,4,Windows,2.8,466.0,Intel,Quad,1.1,Nvidia,Dedicated,0,1,0,1366.0,768.0,1049088.0,3505.255771993718,2.0,4.4
Lenovo,Notebook,15.6,8,Windows,2.3,1349.0,Intel,i5,2.3,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,18.4
Dell,Notebook,15.6,8,Windows,2.18,789.81,Intel,i5,2.5,AMD,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Toshiba,Notebook,15.6,4,Windows,2.1,498.0,Intel,i3,2.1,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,8.4
Lenovo,Notebook,14.0,8,Windows,1.8,1191.0,Intel,i5,2.3,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,18.4
Lenovo,Notebook,15.6,8,Windows,2.2,669.0,Intel,i7,2.5,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Acer,Notebook,15.6,8,Windows,3.0,951.0,Intel,i7,1.8,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,14.4
Asus,Notebook,15.6,4,Windows,1.68,469.0,AMD,9420,3.0,AMD,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,12.0
Asus,Ultrabook,14.0,8,Windows,1.3,1193.0,Intel,i7,2.7,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,21.6
Lenovo,Notebook,15.6,4,Windows,2.1,493.0,Intel,i5,2.3,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,9.2
Acer,Notebook,15.6,4,Windows,2.23,616.0,Intel,i5,2.5,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,10.0
Lenovo,Gaming,15.6,8,Other,2.4,809.0,Intel,i5,2.5,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,20.0
Dell,Ultrabook,12.5,8,Windows,1.6,1690.0,Intel,i7,2.8,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,13271.04,4.0,22.4
HP,Notebook,15.6,4,Windows,2.04,521.47,Intel,i5,1.6,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,6.4
Asus,Gaming,17.3,16,Windows,4.3,2150.0,Intel,i7,2.6,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,5.333333333333333,41.6
Lenovo,Notebook,15.6,4,Other,2.1,398.0,Intel,i5,2.3,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,9.2
Lenovo,Ultrabook,14.0,12,Windows,1.4,1858.0,Intel,i7,2.6,Intel,Integrated,1,0,0,2560.0,1440.0,3686400.0,18808.163265306124,6.0,31.200000000000003
Asus,Notebook,14.0,4,Windows,1.3,509.0,Intel,i3,2.4,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,5352.489795918367,2.0,9.6
HP,Ultrabook,14.0,8,Windows,1.54,1870.0,Intel,i7,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,20.0
MSI,Gaming,17.3,8,Windows,2.6,1599.0,Intel,i7,2.6,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,6928.397206722576,4.0,20.8
Razer,Ultrabook,12.5,8,Windows,1.25,1029.0,Intel,i7,2.5,Intel,Integrated,1,0,0,3840.0,2160.0,8294400.0,53084.16,4.0,20.0
Samsung,Notebook,15.6,16,Windows,2.5,1699.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,5.333333333333333,44.8
Dell,Notebook,14.0,8,Windows,1.6,1119.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,20.0
Lenovo,Gaming,15.6,16,Windows,3.2,1499.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,5.333333333333333,44.8
Dell,Notebook,15.6,6,Windows,2.3,459.0,Intel,i3,2.4,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,3.0,14.399999999999999
Asus,Notebook,15.6,8,Windows,2.5,839.0,Intel,i5,2.5,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,20.0
Lenovo,Notebook,15.6,4,Other,2.2,321.99,Intel,Dual,1.1,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,4.4
Dell,Notebook,15.6,4,Windows,2.3,418.64,Intel,i3,2.0,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,8.0
Lenovo,Notebook,14.0,2,Windows,1.5,229.0,Intel,Dual,1.6,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,5352.489795918367,1.0,3.2
MSI,Gaming,15.6,8,Windows,2.2,1191.8,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,22.4
Asus,Netbook,11.6,2,Windows,1.1,245.0,Intel,Dual,1.1,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,7796.432818073722,1.0,2.2
Dell,Gaming,15.6,16,Windows,3.21,1329.0,Intel,i7,2.6,Nvidia,Dedicated,1,1,0,3840.0,2160.0,8294400.0,34082.840236686396,5.333333333333333,41.6
Toshiba,Notebook,15.6,8,Windows,2.2,1043.0,Intel,i7,2.5,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
HP,Ultrabook,12.5,8,Windows,1.26,1335.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,13271.04,4.0,21.6
Mediacom,Notebook,14.0,2,Windows,1.4,239.0,Intel,x5-Z8350,1.44,Intel,Integrated,0,0,1,1920.0,1080.0,2073600.0,10579.591836734693,1.0,2.88
Dell,Notebook,14.0,8,Windows,1.6,1126.71,Intel,i5,2.5,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,5352.489795918367,4.0,20.0
Asus,Notebook,14.0,8,Windows,2.0,1334.0,Intel,i7,2.7,Intel,Integrated,1,1,0,1920.0,1080.0,2073600.0,10579.591836734693,2.6666666666666665,21.6
Lenovo,2 in 1 Convertible,14.0,8,Windows,1.36,1637.0,Intel,i5,2.3,Intel,Integrated,1,0,0,2560.0,1440.0,3686400.0,18808.163265306124,4.0,18.4
Apple,Ultrabook,13.3,8,Mac,1.35,998.0,Intel,i5,1.6,Intel,Integrated,0,0,1,1440.0,900.0,1296000.0,7326.587144553111,4.0,12.8
MSI,Gaming,17.3,16,Windows,4.14,2199.0,Intel,i7,2.7,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,5.333333333333333,43.2
Dell,Workstation,15.6,16,Windows,2.17,2338.0,Intel,i7,2.7,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,8.0,43.2
HP,Notebook,15.6,4,Windows,1.86,399.0,AMD,9220,2.5,AMD,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,10.0
Microsoft,Ultrabook,13.5,8,Windows,1.252,1867.85,Intel,i7,2.8,Intel,Integrated,1,0,0,2256.0,1504.0,3393024.0,18617.415637860082,4.0,22.4
Acer,Notebook,15.6,4,Linux,2.4,289.0,Intel,Dual,1.6,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,6.4
Lenovo,2 in 1 Convertible,15.6,4,Windows,1.8,847.0,Intel,i7,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,10.0
Razer,Ultrabook,12.5,16,Windows,1.29,1799.0,Intel,i7,2.5,Intel,Integrated,1,0,0,3840.0,2160.0,8294400.0,53084.16,8.0,40.0
HP,Notebook,14.0,4,Windows,1.48,1099.99,Intel,i5,2.4,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,5352.489795918367,2.0,9.6
Asus,Ultrabook,14.0,8,Windows,1.1,1135.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,20.0
Dell,Gaming,15.6,16,Windows,2.62,1479.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,5.333333333333333,44.8
HP,Gaming,17.3,12,Windows,3.78,1699.0,Intel,i7,2.8,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,6928.397206722576,6.0,33.599999999999994
MSI,Gaming,18.4,32,Windows,4.4,2799.0,Intel,i7,2.9,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6124.763705103971,10.666666666666666,92.8
Dell,2 in 1 Convertible,15.6,8,Windows,2.08,819.0,Intel,i7,1.8,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,14.4
HP,Netbook,12.5,4,Windows,2.4,1599.0,Intel,i5,2.3,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,6714.1632,2.0,9.2
Asus,Notebook,17.3,4,Windows,2.0,564.0,Intel,i3,2.0,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,6928.397206722576,2.0,8.0
Lenovo,Notebook,15.6,4,Windows,2.2,535.0,Intel,i5,2.3,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,9.2
HP,Notebook,15.6,4,Other,1.86,259.0,Intel,Dual,1.6,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,6.4
Dell,Ultrabook,13.3,8,Windows,1.29,1458.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,21.6
Lenovo,Notebook,14.0,8,Windows,1.87,857.07,Intel,i5,2.5,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,20.0
HP,Notebook,15.6,8,Windows,1.9,1269.0,Intel,i7,2.7,AMD,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,21.6
Razer,Gaming,14.0,16,Windows,1.95,3499.0,Intel,i7,2.8,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,8.0,44.8
Toshiba,Ultrabook,13.3,8,Windows,1.2,1363.0,Intel,i7,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,20.0
Apple,Ultrabook,13.3,8,Mac,1.34,1158.7,Intel,i5,1.8,Intel,Integrated,0,0,1,1440.0,900.0,1296000.0,7326.587144553111,4.0,14.4
MSI,Gaming,15.6,8,Windows,2.2,997.9,Intel,i5,2.5,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Lenovo,Ultrabook,14.0,16,Windows,1.13,2625.0,Intel,i7,2.7,Intel,Integrated,1,0,0,2560.0,1440.0,3686400.0,18808.163265306124,8.0,43.2
MSI,Gaming,15.6,8,Windows,2.2,1199.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,22.4
Lenovo,Notebook,15.6,4,Other,1.9,252.36,Intel,Dual,1.1,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,4.4
Dell,Ultrabook,14.0,8,Windows,1.36,1639.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,20.0
HP,2 in 1 Convertible,13.3,8,Windows,1.29,1499.0,Intel,i5,1.6,Intel,Integrated,1,0,0,3840.0,2160.0,8294400.0,46890.157725139914,4.0,12.8
Acer,Gaming,15.6,8,Windows,2.7,1260.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,22.4
Dell,Notebook,15.6,8,Windows,2.36,749.0,Intel,i7,2.7,AMD,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,4.0,21.6
HP,Workstation,17.3,8,Windows,3.0,3949.4,Intel,i7,2.6,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,6928.397206722576,4.0,20.8
Dell,Notebook,15.6,4,Windows,2.2,369.0,Intel,Quad,1.6,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,6.4
Dell,Gaming,15.6,16,Windows,2.62,1679.0,Intel,i7,2.8,Nvidia,Dedicated,1,0,0,3840.0,2160.0,8294400.0,34082.840236686396,8.0,44.8
HP,Notebook,15.6,4,Other,1.86,345.99,Intel,i3,2.0,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,8.0
Lenovo,Notebook,14.0,4,Windows,1.7,1002.0,Intel,i5,2.3,Intel,Integrated,0,0,0,1366.0,768.0,1049088.0,5352.489795918367,4.0,9.2
Asus,Notebook,15.6,4,Windows,2.0,586.19,Intel,i5,2.5,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,10.0
Acer,Notebook,15.6,4,Linux,2.1,272.0,Intel,Dual,2.0,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,8.0
Lenovo,Netbook,11.6,4,Other,1.25,265.0,Intel,Dual,1.6,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,7796.432818073722,2.0,6.4
Lenovo,Notebook,15.6,8,Windows,2.67,2090.0,Intel,i7,2.9,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,23.2
Acer,Notebook,14.0,8,Windows,1.56,902.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,20.0
Asus,2 in 1 Convertible,15.6,12,Windows,2.26,1099.0,Intel,i7,2.7,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,32.400000000000006
Lenovo,Notebook,15.6,8,Windows,2.6,899.0,Intel,i7,2.6,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.8
Asus,Gaming,15.6,8,Windows,2.3,1655.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,22.4
Lenovo,Notebook,15.6,8,Windows,2.3,850.66,Intel,i5,2.5,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Lenovo,Ultrabook,14.0,8,Windows,1.75,1215.38,Intel,i7,1.8,AMD,Dedicated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,14.4
Dell,Notebook,15.6,16,Windows,1.93,1537.39,Intel,i7,2.8,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,8.0,44.8
Dell,Notebook,15.6,8,Windows,2.02,855.0,Intel,i7,1.8,Intel,Integrated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,14.4
Lenovo,Notebook,13.3,16,Windows,1.4,1499.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,8.0,43.2
Apple,Ultrabook,15.4,16,Mac,1.83,2537.45,Intel,i7,2.7,AMD,Dedicated,1,0,0,2880.0,1800.0,5184000.0,21858.660819699777,8.0,43.2
HP,Ultrabook,12.5,8,Windows,1.26,1349.0,Intel,i7,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,13271.04,4.0,20.0
Asus,Gaming,17.3,32,Windows,4.7,3890.0,Intel,i7,2.9,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,10.666666666666666,92.8
Asus,Gaming,15.6,16,Windows,2.2,2449.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,5.333333333333333,44.8
Samsung,Ultrabook,15.0,8,Windows,1.17,1699.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,9216.0,4.0,21.6
Acer,2 in 1 Convertible,11.6,4,Other,1.25,379.0,Intel,Quad,1.6,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,7796.432818073722,2.0,6.4
Lenovo,Notebook,13.3,8,Windows,1.4,949.0,Intel,i3,2.4,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,19.2
Dell,Notebook,13.3,8,Windows,1.62,649.0,Intel,i5,2.3,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,18.4
HP,2 in 1 Convertible,13.3,16,Windows,1.28,1975.0,Intel,i7,2.8,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,8.0,44.8
Lenovo,Ultrabook,12.5,8,Windows,1.36,1429.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,13271.04,4.0,20.0
HP,Ultrabook,12.5,4,Windows,1.26,1244.0,Intel,i5,2.3,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,6714.1632,2.0,9.2
Asus,Gaming,17.3,16,Windows,3.0,1504.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,5.333333333333333,44.8
Lenovo,2 in 1 Convertible,13.9,8,Windows,1.37,1849.0,Intel,i7,1.8,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10732.363749288339,4.0,14.4
HP,Notebook,15.6,6,Windows,2.04,539.0,Intel,i3,2.0,AMD,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,3.0,12.0
HP,Workstation,15.6,8,Windows,2.0,2249.0,Intel,i7,2.7,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,21.6
HP,Gaming,17.3,8,Windows,3.35,1191.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,2.6666666666666665,22.4
Dell,Notebook,15.6,8,Linux,2.14,735.07,Intel,i7,1.8,AMD,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,14.4
Asus,Notebook,17.3,8,Windows,2.69,891.0,Intel,i5,2.5,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,2.6666666666666665,20.0
HP,Notebook,13.3,4,Windows,1.49,800.0,Intel,i3,2.4,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,5930.7366159760295,2.0,9.6
Lenovo,Notebook,14.0,8,Windows,1.7,1364.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,20.0
Dell,Ultrabook,14.0,8,Windows,1.36,1680.0,Intel,i7,2.8,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,22.4
Dell,Notebook,15.6,8,Linux,1.98,726.0,Intel,i5,2.5,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Lenovo,Notebook,14.0,8,Other,1.7,599.0,Intel,i3,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,21.6
Lenovo,Notebook,14.0,4,Windows,1.44,292.0,Intel,Dual,1.1,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,5352.489795918367,2.0,4.4
HP,Notebook,15.6,16,Windows,2.1,1159.0,Intel,i7,1.8,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,8.0,28.8
Dell,Ultrabook,12.5,8,Windows,1.36,1472.2,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,13271.04,4.0,20.0
Asus,Notebook,14.0,4,Windows,1.5,286.0,Intel,Dual,1.1,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,5352.489795918367,2.0,4.4
Acer,Netbook,11.6,2,Other,1.3,174.0,Intel,Dual,1.5,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,7796.432818073722,1.0,3.0
Lenovo,Ultrabook,14.0,8,Windows,1.13,2499.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,21.6
Lenovo,Gaming,15.6,16,Windows,2.5,1179.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,5.333333333333333,44.8
Toshiba,Notebook,15.6,8,Windows,2.2,812.0,Intel,i7,2.5,Nvidia,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,4.0,20.0
Asus,Notebook,15.6,4,Windows,2.65,309.0,Intel,Quad,1.6,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,6.4
HP,Notebook,15.6,8,Windows,1.86,690.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Dell,Notebook,15.6,2,Windows,2.2,379.0,Intel,Dual,1.6,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,1.0,3.2
Lenovo,2 in 1 Convertible,14.0,4,Windows,1.8,638.0,Intel,i7,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,2.0,10.0
Asus,Notebook,15.6,8,Windows,2.37,749.0,Intel,i5,2.5,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Dell,Notebook,15.6,8,Windows,2.36,889.0,Intel,i5,2.5,AMD,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Asus,Notebook,15.6,4,Linux,2.0,224.0,Intel,Dual,1.1,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,4.4
MSI,Gaming,17.3,8,Windows,2.9,1511.19,Intel,i7,2.6,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,2.6666666666666665,20.8
HP,Notebook,15.6,6,Windows,1.95,649.0,AMD,A9-9420,3.0,AMD,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,3.0,18.0
Lenovo,Ultrabook,14.0,8,Windows,1.32,1859.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,21.6
Asus,Gaming,17.3,16,Windows,2.9,1949.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,5.333333333333333,44.8
HP,Notebook,15.6,8,Windows,1.91,445.9,AMD,A6-9220,2.5,AMD,Dedicated,1,0,0,1366.0,768.0,1049088.0,4310.848126232742,4.0,20.0
MSI,Gaming,15.6,16,Windows,2.2,1299.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,5.333333333333333,44.8
Asus,Ultrabook,14.0,8,Windows,1.1,1873.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,21.6
Asus,Ultrabook,14.0,16,Windows,1.1,1900.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,8.0,43.2
Acer,Notebook,17.3,8,Windows,3.3,629.0,Intel,i3,2.0,Nvidia,Dedicated,0,1,0,1600.0,900.0,1440000.0,4811.3869491129,4.0,16.0
HP,Notebook,14.0,8,Windows,1.63,1031.0,Intel,i7,1.8,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,14.4
MSI,Gaming,17.3,16,Windows,4.14,2499.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,5.333333333333333,44.8
Acer,2 in 1 Convertible,13.3,8,Windows,1.6,999.0,Intel,i5,1.6,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,12.8
